"DESCARGA GENERAL DE LOS PRODUCTOS ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CODIGO DE BARRAS","CODIGO INTERNO","REFERENCIA DEL ARTICULO","DESCRIPCIÓN DEL ARTICULO","F/V","CAN UNID","CAN FRAC","V COSTO","V VENTA","T COSTO","T VENTA","UTILIDAD","IVA","ESTADO","USUARIO","PRECIO DE VENTA UNO","PRECIO DE VENTA DOS","PRECIO DE VENTA TRES","PRECIO DE VENTA AL DETAL UNO","PRECIO DE VENTA AL DETAL DOS","PRECIO DE VENTA AL DETAL TRES","REGISTRO INVIMA","TEMPERATURA","UBICACION","CATEGORIA","LABORATORIO","CANTIDAD POR DEFECTO","OBSERVACIONES"
"7908371617953","106","","ACONDICIONADOR ANTICAIDA LUMINA POTE ","1","1","0","24,200.00","30,200.00","24,200.00","30,200.00","6,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","30,200.00","30,200.00","30,200.00","30,200.00","30,200.00","30,200.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883130862","659","","ACONDICIONADOR BRILLO Y PROTECCION POTE","1","1","0","1.00","37,500.00","1.00","37,500.00","37,499.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","37,500.00","37,500.00","37,500.00","37,500.00","37,500.00","37,500.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883015671","665","","ACONDICIONADOR BRILLO Y PROTECCION REPU","1","1","0","1.00","23,000.00","1.00","23,000.00","22,999.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","23,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908240895369","99","","ACONDICIONADOR CABELLO SECO LUMINA  REPUESTO","1","3","0","16,300.00","25,000.00","48,900.00","75,000.00","26,100.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908371682531","664","","ACONDICIONADOR CABELLOS RIZADOS REPU","1","1","0","1.00","20,000.00","1.00","20,000.00","19,999.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7702113039665","402","","ACONDICIONADOR CURLS","1","2","0","20,614.00","27,000.00","41,228.00","54,000.00","12,772.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","27,000.00","27,000.00","27,000.00","27,000.00","27,000.00","27,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7702113034059","559","ACONDICIONADOR HIDRA REPARI 1000L","ACONDICIONADOR HIDRA REPARI 1000L","1","0","0","35,587.00","45,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7899563258811","504","ACONDICIONADOR HIDRATACION REPARADORA","ACONDICIONADOR HIDRATACION REPARADORA","1","0","0","34,000.00","34,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","34,000.00","34,000.00","34,000.00","34,000.00","34,000.00","34,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7702113034042","237","","ACONDICIONADOR HYDRA REPAIR RECAMIER ","1","0","0","24,500.00","29,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","29,000.00","29,000.00","29,000.00","29,000.00","29,000.00","29,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7702113034141","806","","ACONDICIONADOR LIS CONTROL LITRO","1","2","0","29,347.00","45,000.00","58,694.00","90,000.00","31,306.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7899563238899","42","","ACONDICIONADOR LISO Y SUELTO POTE","1","3","0","16,238.00","24,000.00","48,714.00","72,000.00","23,286.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","24,000.00","24,000.00","24,000.00","24,000.00","24,000.00","24,000.00","","","SIN UBI.","SHAPOO","SIN LAB.","CANTIDAD POR DEFECTO",""
"7702113034134","241","","ACONDICIONADOR LISS CONTROL RECAMIER ","1","2","0","24,500.00","45,000.00","49,000.00","90,000.00","41,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883127589","718","","ACONDICIONADOR LUMINA ANTIOLEOSIDAD POTE","1","1","0","18,224.00","29,000.00","18,224.00","29,000.00","10,776.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","29,000.00","29,000.00","29,000.00","29,000.00","29,000.00","29,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883207915","780","","ACONDICIONADOR LUMINA FUERZA REPARACION MOLECULAR","1","1","0","18,000.00","25,000.00","18,000.00","25,000.00","7,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883219543","735","","ACONDICIONADOR LUMINA POTE LISO PROLOMGADO","1","1","0","25,000.00","30,000.00","25,000.00","30,000.00","5,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883130497","739","","ACONDICIONADOR LUMINA POTE RIZOS DEFINIDOS","1","3","0","27,500.00","35,000.00","82,500.00","105,000.00","22,500.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","35,000.00","33,000.00","33,000.00","33,000.00","33,000.00","33,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883161378","720","","ACONDICIONADOR NUTRITIVO  DURAZNO Y ALMENMDRA","1","0","0","18,632.00","24,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","24,000.00","24,000.00","24,000.00","24,000.00","24,000.00","24,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7899563821312","44","","ACONDICIONADOR POST-QUIMICA  POTE","1","7","0","17,000.00","25,000.00","119,000.00","175,000.00","56,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","","","SIN UBI.","SHAPOO","SIN LAB.","CANTIDAD POR DEFECTO",""
"7899563821329","47","","ACONDICIONADOR POST-QUIMICA REPUESTO ","1","9","0","17,748.00","24,000.00","159,732.00","216,000.00","56,268.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","24,000.00","24,000.00","24,000.00","24,000.00","24,000.00","24,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7702113040227","401","ACONDICIONADOR  PROFORTEX","ACONDICIONADOR PROFORTEX  300ML","1","1","0","26,956.00","30,000.00","26,956.00","30,000.00","3,044.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908016652790","98","","ACONDICIONADOR QUIMICA-DAÑADO ROJO REPUESTO ","1","3","0","16,300.00","25,000.00","48,900.00","75,000.00","26,100.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883131036","660","","ACONDICIONADOR RECONSTRUCCION DAÑOS EXTREMOS POTE","1","3","0","25,000.00","29,000.00","75,000.00","87,000.00","12,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","29,000.00","29,000.00","29,000.00","30,000.00","29,000.00","29,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883161279","549","ACONDICIONADOR TODODIA HIDRATACION REPUESTO","ACONDICIONADOR TODODIA HIDRATACION REPUESTO","1","1","0","10,880.00","18,000.00","10,880.00","18,000.00","7,120.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","18,000.00","18,000.00","18,000.00","18,000.00","18,000.00","18,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883161309","774","","ACONDICIONADOR TODODIA REPUESTO REPARADOR","1","3","0","10,000.00","18,000.00","30,000.00","54,000.00","24,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","18,000.00","18,000.00","18,000.00","18,000.00","18,000.00","18,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7702113043433","398","ACONDICIONADOR VEGAN KERATIN 1000ML","ACONDICIONADOR VEGAN KERATIN 1000ML","1","7","0","30,064.00","39,000.00","210,448.00","273,000.00","62,552.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","39,000.00","39,000.00","39,000.00","39,000.00","39,000.00","39,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7702090022711","336","AGUA CRISTAL Y VIDA","AGUA CRISTAL  Y VIDA","1","17","0","650.00","2,000.00","11,050.00","34,000.00","22,950.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","2,000.00","2,000.00","2,000.00","2,000.00","2,000.00","2,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908016621178","330","","AGUA MICELAR PURIFICANTE CHRONOS ","1","1","0","30,000.00","40,000.00","30,000.00","40,000.00","10,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","40,000.00","40,000.00","40,000.00","40,000.00","40,000.00","40,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"696","696","","AGUA ZEENS","1","0","0","2,291.00","3,500.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,500.00","3,500.00","3,500.00","3,500.00","3,500.00","3,500.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7709990743135","53","","ALISDAY TERMOPROTECTOR SACHET","1","16","0","2,000.00","3,000.00","32,000.00","48,000.00","16,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,000.00","3,000.00","3,000.00","3,000.00","3,000.00","3,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703143383322","768","AMPOLLA  DE CRESPOS","AMPOLLA  DE CRESPOS","1","3","0","3,500.00","7,000.00","10,500.00","21,000.00","10,500.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703143371329","155","","AMPOLLA 18 EN 1","1","2","0","5,600.00","7,000.00","11,200.00","14,000.00","2,800.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703143257326","150","","AMPOLLA ACEITE DE ARGAN ","1","2","0","5,600.00","7,000.00","11,200.00","14,000.00","2,800.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703143365328","153","","AMPOLLA ACIDO HIALURONICO ","1","0","0","4,000.00","6,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"17709267527663","148","","AMPOLLA ANTICAIDA ","1","2","0","5,600.00","7,000.00","11,200.00","14,000.00","2,800.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"164","164","","AMPOLLA BOTOX ","1","0","0","3,500.00","6,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7707197602736","156","","AMPOLLA CRECE PELO ","1","1","0","7,000.00","9,000.00","7,000.00","9,000.00","2,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","9,000.00","9,000.00","9,000.00","9,000.00","9,000.00","9,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"17709331448740","149","AMPOLLA CRECIMIENTO ESTIMULANTE MARLIOU","AMPOLLA CRECIMIENTO ESTIMULANTE MARLIOU","1","25","0","5,600.00","7,000.00","140,000.00","175,000.00","35,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"799","799","","AMPOLLA D E SALERM 21 BOOTS","1","8","0","18,192.00","30,000.00","145,536.00","240,000.00","94,464.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703143278321","142","","AMPOLLA DE CEBOLLA ","1","9","0","5,600.00","7,000.00","50,400.00","63,000.00","12,600.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703143014325","154","","AMPOLLA DE COLAGENO Y ALOE VERA ","1","5","0","5,600.00","7,000.00","28,000.00","35,000.00","7,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703143009321","772","AMPOLLA DE QUERATINA Y GERMEN DE TRIGO","AMPOLLA DE QUERATINA Y GERMEN DE TRIGO","1","10","0","4,000.00","7,000.00","40,000.00","70,000.00","30,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7707320478832","158","","AMPOLLA DE VITAMINA E ","1","2","0","2,400.00","3,000.00","4,800.00","6,000.00","1,200.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,000.00","3,000.00","3,000.00","3,000.00","3,000.00","3,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"144","144","","AMPOLLA EMBRION DE PATO ","1","1","0","2,500.00","3,000.00","2,500.00","3,000.00","500.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,000.00","3,000.00","3,000.00","3,000.00","3,000.00","3,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703143004326","160","","AMPOLLA GUSANO DE SEDA ","1","5","0","5,600.00","7,000.00","28,000.00","35,000.00","7,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"703980775196","143","","AMPOLLA HIALURONICO ","1","0","0","8,000.00","10,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","10,000.00","10,000.00","10,000.00","10,000.00","10,000.00","10,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703143294321","773","AMPOLLA KERACRECE 10","AMPOLLA KERACRECE 10","1","12","0","4,000.00","7,000.00","48,000.00","84,000.00","36,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"8420282021593","813","","AMPOLLA KERATIN SHOT SALERM 21 ","1","36","0","11,000.00","20,000.00","396,000.00","720,000.00","324,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"478","478","AMPOLLA LEHIT CELULAS MADRES","AMPOLLA LEHIT  CELULAS MADRES","1","3","0","6,500.00","7,500.00","19,500.00","22,500.00","3,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,500.00","7,500.00","7,500.00","7,500.00","7,500.00","7,500.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703143061329","152","","AMPOLLA OMEGA PLUS ","1","5","0","4,500.00","7,000.00","22,500.00","35,000.00","12,500.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703143021323","151","","AMPOLLA PLACENTA VEGETAL ","1","5","0","5,600.00","7,000.00","28,000.00","35,000.00","7,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703143381328","159","AMPOLLA SEMILLAS DE LINO","AMPOLLA SEMILLAS DE LINO ","1","11","0","4,000.00","7,000.00","44,000.00","77,000.00","33,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7702113034073","147","AMPOLLA SOS RECAMIER HYDRA REPAR","AMPOLLA SOS RECAMIER HYDRA REPAR","1","8","0","6,134.00","9,000.00","49,072.00","72,000.00","22,928.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","9,000.00","8,000.00","9,000.00","9,000.00","9,000.00","9,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7702113043488","683","","AMPOLLA VEGAN KERATIN","1","10","0","7,600.00","10,000.00","76,000.00","100,000.00","24,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","10,000.00","10,000.00","10,000.00","10,000.00","10,000.00","10,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7702113043938","485","AMPOLLA VEGAN KERATIN Y COLAGENO","AMPOLLA VEGAN KERATIN COLAGENO","1","13","0","7,000.00","10,000.00","91,000.00","130,000.00","39,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","10,000.00","10,000.00","10,000.00","10,000.00","10,000.00","10,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7707338330733","614","APLICADORES DE SOMBRAS ","APLICADORES DE SOMBRAS","1","3","0","4,606.00","6,000.00","13,818.00","18,000.00","4,182.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"716","716","","ATOMIZADOR SPRAY ENKOR","1","2","0","2,800.00","5,000.00","5,600.00","10,000.00","4,400.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","5,000.00","5,000.00","5,000.00","5,000.00","5,000.00","5,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"355","355","","BARRILETTE ","1","14","0","220.00","500.00","3,080.00","7,000.00","3,920.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","500.00","500.00","500.00","500.00","500.00","500.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7707305132025","256","","BASE DE CALCIO AZUL CHECO ","1","2","0","4,800.00","6,000.00","9,600.00","12,000.00","2,400.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"260","260","","BASE GELPOLISH ","1","7","0","6,000.00","8,000.00","42,000.00","56,000.00","14,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7707223332392","580","BASE JINETH  UÑAS DE HIERRO","BASE JINMETH UÑAS DE HIERRO","1","4","0","11,500.00","14,000.00","46,000.00","56,000.00","10,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","14,000.00","14,000.00","14,000.00","14,000.00","14,000.00","14,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7707305132032","255","","BASE VITAMINA E ROSADA DE CHECO ","1","5","0","4,800.00","6,000.00","24,000.00","30,000.00","6,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7709146984498","492","BASES DOLCE BELLA ","BASES DOLCE BELLA ","1","0","0","11,800.00","16,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","16,000.00","16,000.00","16,000.00","16,000.00","16,000.00","16,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
